qos_stats_key|interface_type1_key|device_type1_key|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|ifindex|ifname|iffullname|ifdescr|ifspeed|iftype|macaddress|adminstatus|operstatus|date|time_key|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|qos_class|max_pre_policy_octets_rate|avg_pre_policy_octets_rate|min_pre_policy_octets_rate|max_post_policy_octets_rate|avg_post_policy_octets_rate|min_post_policy_octets_rate|max_drop_octets_rate|avg_drop_octets_rate|min_drop_octets_rate|direction
23758|201|3|(null)|Cisco 3945E Integrated Services Router G2|Routers|15.4(3)M0.2|10.34.215.4|sjc22-22a-heb2.cisco.com|27|GigabitEthernet0/0.311|GigabitEthernet0/0.311@sjc22-22a-heb2.cisco.com|SSID  ERG-Live for HEB|(null)|135|(null)|2|2|2015-03-26|86416|26|3|1|2015|13|2015|0|59|class-default|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
23757|201|3|(null)|Cisco 3945E Integrated Services Router G2|Routers|15.4(3)M0.2|10.34.215.4|sjc22-22a-heb2.cisco.com|27|GigabitEthernet0/0.311|GigabitEthernet0/0.311@sjc22-22a-heb2.cisco.com|SSID  ERG-Live for HEB|(null)|135|(null)|2|2|2015-03-26|86416|26|3|1|2015|13|2015|0|59|BULK-DATA-X|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
23756|201|3|(null)|Cisco 3945E Integrated Services Router G2|Routers|15.4(3)M0.2|10.34.215.4|sjc22-22a-heb2.cisco.com|27|GigabitEthernet0/0.311|GigabitEthernet0/0.311@sjc22-22a-heb2.cisco.com|SSID  ERG-Live for HEB|(null)|135|(null)|2|2|2015-03-26|86416|26|3|1|2015|13|2015|0|59|SCAVENGER-X|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
23755|201|3|(null)|Cisco 3945E Integrated Services Router G2|Routers|15.4(3)M0.2|10.34.215.4|sjc22-22a-heb2.cisco.com|27|GigabitEthernet0/0.311|GigabitEthernet0/0.311@sjc22-22a-heb2.cisco.com|SSID  ERG-Live for HEB|(null)|135|(null)|2|2|2015-03-26|86416|26|3|1|2015|13|2015|0|59|VOICE-X|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
23754|227|7|(null)|Cisco 3945 Integrated Services Router G2|Routers|15.5(1.23)T0.6|10.34.215.3|sjc22-22a-heb1.cisco.com|27|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb1.cisco.com|Data VLAN for 2nd floor|(null)|135|(null)|1|1|2015-03-26|86416|26|3|1|2015|13|2015|0|59|VOICE-X|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
23753|227|7|(null)|Cisco 3945 Integrated Services Router G2|Routers|15.5(1.23)T0.6|10.34.215.3|sjc22-22a-heb1.cisco.com|27|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb1.cisco.com|Data VLAN for 2nd floor|(null)|135|(null)|1|1|2015-03-26|86416|26|3|1|2015|13|2015|0|59|SIGNALING-X|1000.0|91.0|0.0|1000.0|91.0|0.0|0.0|0.0|0.0|1
23752|227|7|(null)|Cisco 3945 Integrated Services Router G2|Routers|15.5(1.23)T0.6|10.34.215.3|sjc22-22a-heb1.cisco.com|27|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb1.cisco.com|Data VLAN for 2nd floor|(null)|135|(null)|1|1|2015-03-26|86416|26|3|1|2015|13|2015|0|59|class-default|1000.0|91.0|0.0|1000.0|91.0|0.0|0.0|0.0|0.0|1
23751|227|7|(null)|Cisco 3945 Integrated Services Router G2|Routers|15.5(1.23)T0.6|10.34.215.3|sjc22-22a-heb1.cisco.com|27|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb1.cisco.com|Data VLAN for 2nd floor|(null)|135|(null)|1|1|2015-03-26|86416|26|3|1|2015|13|2015|0|59|SCAVENGER-X|1000.0|1000.0|1000.0|1000.0|1000.0|1000.0|0.0|0.0|0.0|1
23750|227|7|(null)|Cisco 3945 Integrated Services Router G2|Routers|15.5(1.23)T0.6|10.34.215.3|sjc22-22a-heb1.cisco.com|27|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb1.cisco.com|Data VLAN for 2nd floor|(null)|135|(null)|1|1|2015-03-26|86416|26|3|1|2015|13|2015|0|59|NETWORK-CONTROL-X|1000.0|182.0|0.0|1000.0|182.0|0.0|0.0|0.0|0.0|1
23749|227|7|(null)|Cisco 3945 Integrated Services Router G2|Routers|15.5(1.23)T0.6|10.34.215.3|sjc22-22a-heb1.cisco.com|27|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb1.cisco.com|Data VLAN for 2nd floor|(null)|135|(null)|1|1|2015-03-26|86416|26|3|1|2015|13|2015|0|59|BULK-DATA-X|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
