qos_stats_key|interface_type1_key|device_type1_key|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|ifindex|ifname|iffullname|ifdescr|ifspeed|iftype|macaddress|adminstatus|operstatus|date|time_key|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|qos_class|max_pre_policy_octets_rate|avg_pre_policy_octets_rate|min_pre_policy_octets_rate|max_post_policy_octets_rate|avg_post_policy_octets_rate|min_post_policy_octets_rate|max_drop_octets_rate|avg_drop_octets_rate|min_drop_octets_rate|direction
7253|1196|18|Cisco ME 3800X Series Carrier Ethernet Switch Routers|Cisco ME 3800X-24FS-M Switch Router|Switches and Hubs|Unknown|172.23.222.108|Prime-ME3800-2|10104|GigabitEthernet0/4|GigabitEthernet0/4@Prime-ME3800-2|Unknown||6|f4:ac:c1:ba:d9:84|1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|PolicyMapTestRahulPoliceraction:ClassRahulTestAcl|0|0|0|0|0|0|0|0|0|1
7252|1195|18|Cisco ME 3800X Series Carrier Ethernet Switch Routers|Cisco ME 3800X-24FS-M Switch Router|Switches and Hubs|Unknown|172.23.222.108|Prime-ME3800-2|10103|GigabitEthernet0/3|GigabitEthernet0/3@Prime-ME3800-2|Unknown||6|f4:ac:c1:ba:d9:83|1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|TestPolic:class-default|0|0|0|0|0|0|0|0|0|1
7251|1195|18|Cisco ME 3800X Series Carrier Ethernet Switch Routers|Cisco ME 3800X-24FS-M Switch Router|Switches and Hubs|Unknown|172.23.222.108|Prime-ME3800-2|10103|GigabitEthernet0/3|GigabitEthernet0/3@Prime-ME3800-2|Unknown||6|f4:ac:c1:ba:d9:83|1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|TestPolic:ClassMapTest|0|0|0|0|0|0|0|0|0|1
7250|1192|18|Cisco ME 3800X Series Carrier Ethernet Switch Routers|Cisco ME 3800X-24FS-M Switch Router|Switches and Hubs|Unknown|172.23.222.108|Prime-ME3800-2|10102|GigabitEthernet0/2|GigabitEthernet0/2@Prime-ME3800-2| connect to prime-me3600x-demo Gi0/10||6|f4:ac:c1:ba:d9:82|1|1|2015-08-18|3588|18|8|3|2015|34|2015|0|59|NewPolicySanity:class-default|0|0|0|0|0|0|0|0|0|2
7249|1192|18|Cisco ME 3800X Series Carrier Ethernet Switch Routers|Cisco ME 3800X-24FS-M Switch Router|Switches and Hubs|Unknown|172.23.222.108|Prime-ME3800-2|10102|GigabitEthernet0/2|GigabitEthernet0/2@Prime-ME3800-2| connect to prime-me3600x-demo Gi0/10||6|f4:ac:c1:ba:d9:82|1|1|2015-08-18|3588|18|8|3|2015|34|2015|0|59|NewPolicySanity:NewClassSanity|0|0|0|0|0|0|0|0|0|2
7248|1096|13|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|152|GigabitEthernet1/1/0/0.1|GigabitEthernet1/1/0/0.1@Satellite 101 : 172.23.222.223|Unknown||135||1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|RedAction:class-default|0|0|0|0|0|0|0|0|0|1
7247|1148|13|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|145|GigabitEthernet1/1/0/0.110|GigabitEthernet1/1/0/0.110@Satellite 101 : 172.23.222.223|Unknown||135||1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|CBR-PolicyMap:class-default|0|0|0|0|0|0|0|0|0|1
7246|1148|13|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|145|GigabitEthernet1/1/0/0.110|GigabitEthernet1/1/0/0.110@Satellite 101 : 172.23.222.223|Unknown||135||1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|CBR-PolicyMap:ClassMap-Service123|0|0|0|0|0|0|0|0|0|1
7245|1112|13|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|144|GigabitEthernet1/1/0/0.103|GigabitEthernet1/1/0/0.103@Satellite 101 : 172.23.222.223|Unknown||135||1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|CBR-PolicyMap:class-default|0|0|0|0|0|0|0|0|0|1
7244|1112|13|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|144|GigabitEthernet1/1/0/0.103|GigabitEthernet1/1/0/0.103@Satellite 101 : 172.23.222.223|Unknown||135||1|2|2015-08-18|3588|18|8|3|2015|34|2015|0|59|CBR-PolicyMap:ClassMap-Service123|0|0|0|0|0|0|0|0|0|1
