0|1
1|1
2|1
3|1
4|1
5|1
6|1
7|1
8|1
9|1
10|1
11|1
12|1
13|1
14|1
15|1
16|1
17|1
18|2
19|1
20|2
21|2
22|2
23|2
24|2
25|2
26|2
27|2
28|2
29|1
30|1
31|1
32|1
33|1
34|1
35|1
36|1
37|1
38|1
39|1
40|1
41|2
42|2
43|1
44|1
45|2
46|2
47|2
48|2
49|2
50|2
51|2
52|1
53|2
54|1
55|2
56|2
57|2
58|1
59|1
60|1
61|2
62|1
63|2
64|1
65|2
66|2
67|2
68|2
69|2
70|1
71|1
72|1
73|2
74|1
75|2
76|2
77|2
78|2
79|2
80|2
81|2
82|2
83|1
84|1
85|1
86|1
87|1
88|1
89|2
90|2
91|2
92|2
93|2
94|2
95|2
96|2
97|2
98|2
99|2
100|1
101|1
102|1
103|1
104|1
105|1
106|1
107|1
108|1
109|1
110|2
111|2
112|2
113|2
114|2
115|2
116|2
117|2
118|2
119|1
120|1
121|1
122|1
123|1
124|1
125|1
126|1
127|1
128|1
129|1
130|1
131|1
132|1
133|1
134|1
135|1
136|1
137|1
138|1
139|1
140|1
141|2
142|2
143|2
144|2
145|1
146|2
147|2
148|1
149|1
150|1
151|2
152|2
153|2
154|2
155|1
156|2
157|2
158|2
159|2
160|2
161|2
162|2
163|2
164|2
165|2
166|2
167|2
168|2
169|2
170|2
171|2
172|2
173|2
174|2
175|2
176|2
177|2
178|2
179|2
180|2
181|2
182|2
183|2
184|2
185|2
186|2
187|2
188|2
189|2
190|2
191|2
192|1
193|2
194|2
195|2
196|2
197|2
198|1
199|1
200|1
201|1
202|1
203|1
204|1
205|1
206|1
207|1
208|2
209|2
210|2
211|2
212|2
213|1
214|2
215|1
216|1
217|1
218|1
219|1
220|1
221|1
222|1
223|1
224|1
225|1
226|1
227|2
228|2
229|1
230|1
231|1
232|1
233|1
234|1
235|1
236|1
237|1
238|1
239|1
240|1
241|1
242|1
243|1
244|1
245|1
246|2
247|2
248|2
249|2
250|2
251|2
252|1
253|1
254|1
255|1
256|1
257|2
258|2
259|2
260|2
261|2
262|2
263|1
264|2
265|2
266|2
267|2
268|2
269|2
270|1
271|1
272|1
273|1
274|1
275|1
276|1
277|1
278|1
279|1
280|1
281|1
282|1
283|1
284|1
285|1
286|1
287|1
288|1
289|1
290|1
291|2
292|2
293|1
294|1
295|2
296|2
297|2
298|2
299|1
300|2
301|2
302|2
303|2
304|2
305|2
306|2
307|2
308|2
309|2
310|2
311|2
312|2
313|2
314|1
315|1
316|1
317|2
318|1
319|2
320|2
321|2
322|2
323|2
324|2
325|2
326|2
327|2
328|2
329|2
330|1
331|2
332|2
333|2
334|2
335|2
336|2
337|2
338|2
339|2
340|1
341|1
342|1
343|1
344|1
345|1
346|1
347|1
348|1
349|1
350|1
351|1
352|1
353|1
354|1
355|1
356|1
357|1
358|3
359|2
360|2
361|2
362|1
363|1
364|1
365|2
366|1
367|2
368|1
369|3
370|2
371|1
372|2
373|2
374|1
375|1
376|1
377|2
378|2
379|2
380|2
381|2
382|2
383|2
384|2
385|2
386|2
387|2
388|2
389|1
390|2
391|2
392|1
393|2
394|1
395|2
396|1
397|2
398|2
399|2
400|2
401|2
402|2
403|2
404|2
405|2
406|1
407|2
408|2
409|2
410|1
411|2
412|2
413|1
414|1
415|1
416|1
417|1
418|2
419|1
420|1
421|1
422|2
423|1
424|1
425|1
426|1
427|2
428|1
429|1
430|1
431|1
432|2
433|2
434|1
435|1
436|1
437|1
438|1
439|1
440|1
441|1
442|1
443|1
444|2
445|1
446|1
447|1
448|1
449|1
450|2
451|1
452|2
453|1
454|1
455|1
456|1
457|1
458|1
459|1
460|2
461|1
462|1
463|2
464|1
465|1
466|1
467|1
468|1
469|1
470|1
471|1
472|1
473|1
474|1
475|1
476|1
477|1
478|1
479|1
480|1
481|2
482|1
483|2
484|1
485|1
486|1
487|2
488|1
489|1
490|1
491|2
492|1
493|1
494|1
495|2
496|1
497|1
498|1
499|2
500|1
501|2
502|1
503|1
504|1
505|1
506|1
507|1
508|2
509|2
510|1
511|1
512|1
513|1
514|1
515|1
516|1
517|1
518|1
519|1
520|1
521|2
522|2
523|1
524|1
525|1
526|1
527|1
528|1
529|2
530|2
531|1
532|1
533|1
534|1
535|1
536|2
537|1
538|1
539|2
540|2
541|2
542|2
543|2
544|2
545|2
546|2
547|2
548|2
549|2
550|2
551|2
552|1
553|1
554|1
555|1
556|2
557|2
558|2
559|2
560|2
561|2
562|1
563|2
564|2
565|2
566|2
567|2
568|2
569|2
570|2
571|2
572|2
573|2
574|2
575|2
576|2
577|2
578|2
579|2
580|2
581|2
582|2
583|1
584|1
585|1
586|1
587|1
588|1
589|1
590|1
591|1
592|1
593|1
594|1
595|2
596|2
597|2
598|2
599|2
600|2
601|2
602|2
603|2
604|1
605|1
606|2
607|2
608|2
609|1
610|3
611|1
612|3
613|1
614|1
615|1
616|1
617|1
618|1
619|1
620|1
621|1
622|1
623|1
624|1
625|1
626|1
627|1
628|2
629|2
630|1
631|1
632|1
633|1
634|1
635|1
636|1
637|1
638|1
639|1
640|1
641|1
642|1
643|1
644|1
645|1
646|2
647|2
648|4
649|2
650|2
651|1
652|1
653|1
654|1
655|1
656|1
657|1
658|1
659|1
660|2
661|2
662|2
663|2
664|2
665|2
666|2
667|1
668|1
669|1
670|1
671|1
672|1
673|1
674|1
675|1
676|1
677|1
678|1
679|1
680|1
681|1
682|1
683|1
684|1
685|1
686|1
687|1
688|1
689|1
690|1
691|1
692|1
693|1
694|1
695|1
696|1
697|1
698|1
699|1
700|1
701|1
702|1
703|1
704|1
705|1
706|1
707|1
708|1
709|1
710|1
711|1
712|1
713|1
714|1
715|1
716|1
717|1
718|1
719|1
720|1
721|1
722|1
723|2
724|2
725|4
726|2
727|2
728|2
729|4
730|2
731|2
732|2
733|1
734|1
735|1
736|1
737|1
738|1
739|1
740|1
741|1
742|1
743|1
744|1
745|1
746|1
747|1
748|1
749|1
750|1
751|1
752|1
753|1
754|1
755|1
756|1
757|1
758|1
759|3
760|1
761|1
762|1
763|2
764|2
765|2
766|2
767|2
768|2
769|2
770|2
771|2
772|2
773|2
774|2
775|2
776|2
777|2
778|2
779|2
780|2
781|2
782|2
783|2
784|2
785|2
786|2
787|2
788|1
789|2
790|2
791|2
792|2
793|1
794|1
795|1
796|1
797|1
798|1
799|2
800|2
801|1
802|1
803|1
804|1
805|2
806|2
807|2
808|2
809|2
810|2
811|2
812|2
813|2
