1|0|0|0
2|0|0|1
3|0|0|2
4|0|0|3
5|0|0|4
6|0|0|5
7|0|0|6
8|0|0|7
9|0|0|8
10|0|0|9
11|0|0|10
12|0|0|11
13|0|0|12
14|0|0|13
15|0|0|14
16|0|0|15
17|0|0|16
18|0|0|17
19|0|0|18
20|0|0|19
21|0|0|20
22|0|0|21
23|0|0|22
24|0|0|23
25|0|0|24
26|0|0|25
27|0|0|26
28|0|0|27
29|0|0|28
30|0|0|29
31|0|0|30
32|0|0|31
33|0|0|32
34|0|0|33
35|0|0|34
36|0|0|35
37|0|0|36
38|0|0|37
39|0|0|38
40|0|0|39
41|0|0|40
42|0|0|41
43|0|0|42
44|0|0|43
45|0|0|44
46|0|0|45
47|0|0|46
48|0|0|47
49|0|0|48
50|0|0|49
51|0|0|50
52|0|0|51
53|0|0|52
54|0|0|53
55|0|0|54
56|0|0|55
57|0|0|56
58|0|0|57
59|0|0|58
60|0|0|59
61|0|1|0
62|0|1|1
63|0|1|2
64|0|1|3
65|0|1|4
66|0|1|5
67|0|1|6
68|0|1|7
69|0|1|8
70|0|1|9
71|0|1|10
72|0|1|11
73|0|1|12
74|0|1|13
75|0|1|14
76|0|1|15
77|0|1|16
78|0|1|17
79|0|1|18
80|0|1|19
81|0|1|20
82|0|1|21
83|0|1|22
84|0|1|23
85|0|1|24
86|0|1|25
87|0|1|26
88|0|1|27
89|0|1|28
90|0|1|29
91|0|1|30
92|0|1|31
93|0|1|32
94|0|1|33
95|0|1|34
96|0|1|35
97|0|1|36
98|0|1|37
99|0|1|38
100|0|1|39
101|0|1|40
102|0|1|41
103|0|1|42
104|0|1|43
105|0|1|44
106|0|1|45
107|0|1|46
108|0|1|47
109|0|1|48
110|0|1|49
111|0|1|50
112|0|1|51
113|0|1|52
114|0|1|53
115|0|1|54
116|0|1|55
117|0|1|56
118|0|1|57
119|0|1|58
120|0|1|59
121|0|2|0
122|0|2|1
123|0|2|2
124|0|2|3
125|0|2|4
126|0|2|5
127|0|2|6
128|0|2|7
129|0|2|8
130|0|2|9
131|0|2|10
132|0|2|11
133|0|2|12
134|0|2|13
135|0|2|14
136|0|2|15
137|0|2|16
138|0|2|17
139|0|2|18
140|0|2|19
141|0|2|20
142|0|2|21
143|0|2|22
144|0|2|23
145|0|2|24
146|0|2|25
147|0|2|26
148|0|2|27
149|0|2|28
150|0|2|29
151|0|2|30
152|0|2|31
153|0|2|32
154|0|2|33
155|0|2|34
156|0|2|35
157|0|2|36
158|0|2|37
159|0|2|38
160|0|2|39
161|0|2|40
162|0|2|41
163|0|2|42
164|0|2|43
165|0|2|44
166|0|2|45
167|0|2|46
168|0|2|47
169|0|2|48
170|0|2|49
171|0|2|50
172|0|2|51
173|0|2|52
174|0|2|53
175|0|2|54
176|0|2|55
177|0|2|56
178|0|2|57
179|0|2|58
180|0|2|59
181|0|3|0
182|0|3|1
183|0|3|2
184|0|3|3
185|0|3|4
186|0|3|5
